taxonKey	scientificName	acceptedTaxonKey	acceptedScientificName	numberOfOccurrences	taxonRank	taxonomicStatus	kingdom	kingdomKey	phylum	phylumKey	class	classKey	order	orderKey	family	familyKey	genus	genusKey	species	speciesKey	iucnRedListCategory
2480281	Charadrius morinellus Linnaeus, 1758	2480281	Charadrius morinellus Linnaeus, 1758	120	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius morinellus	2480281	NE
2480759	Glareola maldivarum J.R.Forster, 1795	2480759	Glareola maldivarum J.R.Forster, 1795	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Glareolidae	5245	Glareola	2480753	Glareola maldivarum	2480759	LC
2490275	Anthus petrosus (Montagu, 1798)	2490275	Anthus petrosus (Montagu, 1798)	801	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Anthus	2490241	Anthus petrosus	2490275	LC
2493548	Locustella naevia (Boddaert, 1783)	2493548	Locustella naevia (Boddaert, 1783)	1192	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Locustellidae	6100825	Locustella	2493547	Locustella naevia	2493548	LC
2498326	Bucephala clangula (Linnaeus, 1758)	2498326	Bucephala clangula (Linnaeus, 1758)	2338	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Bucephala	2498324	Bucephala clangula	2498326	LC
2498335	Cygnus melancoryphus (Molina, 1782)	2498335	Cygnus melancoryphus (Molina, 1782)	9	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cygnus	2498334	Cygnus melancoryphus	2498335	LC
2493220	Hippolais icterina (Vieillot, 1817)	2493220	Hippolais icterina (Vieillot, 1817)	1053	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Hippolais	2493213	Hippolais icterina	2493220	LC
2482519	Corvus albus Statius Muller, 1776	2482519	Corvus albus Statius Muller, 1776	18	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus albus	2482519	LC
2498350	Somateria spectabilis (Linnaeus, 1758)	2498350	Somateria spectabilis (Linnaeus, 1758)	30	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Somateria	2498349	Somateria spectabilis	2498350	LC
5959143	Bubo scandiacus (Linnaeus, 1758)	5959143	Bubo scandiacus (Linnaeus, 1758)	42	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Strigiformes	1450	Strigidae	9348	Bubo	5959091	Bubo scandiacus	5959143	VU
10355796	Curruca undata (Boddaert, 1783)	2492949	Sylvia undata (Boddaert, 1783)	20	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Sylviidae	5285	Sylvia	2492941	Sylvia undata	2492949	NT
5232428	Chloephaga picta (Gmelin, 1789)	5232428	Chloephaga picta (Gmelin, 1789)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Chloephaga	2497988	Chloephaga picta	5232428	LC
2481062	Falco vespertinus Linnaeus, 1766	2481062	Falco vespertinus Linnaeus, 1766	51	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco vespertinus	2481062	VU
2474921	Otis tarda Linnaeus, 1758	2474921	Otis tarda Linnaeus, 1758	43	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Otidiformes	8708973	Otididae	9610	Otis	9715249	Otis tarda	2474921	VU
2494771	Pinicola enucleator (Linnaeus, 1758)	2494771	Pinicola enucleator (Linnaeus, 1758)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Pinicola	2494768	Pinicola enucleator	2494771	LC
2480589	Accipiter gentilis (Linnaeus, 1758)	2480589	Accipiter gentilis (Linnaeus, 1758)	2791	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Accipiter	9405810	Accipiter gentilis	2480589	LC
6090081	Calliope calliope (Pallas, 1776)	2492537	Luscinia calliope (Pallas, 1776)	55	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Luscinia	5429330	Luscinia calliope	2492537	LC
2481765	Calidris canutus (Linnaeus, 1758)	2481765	Calidris canutus (Linnaeus, 1758)	1194	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris canutus	2481765	NT
5231140	Zonotrichia albicollis (J.F.Gmelin, 1789)	5231140	Zonotrichia albicollis (J.F.Gmelin, 1789)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Zonotrichia	6173226	Zonotrichia albicollis	5231140	LC
9422220	Spatula discors (Linnaeus, 1766)	2498073	Anas discors Linnaeus, 1766	28	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas discors	2498073	LC
7660710	Luscinia megarhynchos C.L.Brehm, 1831	7660710	Luscinia megarhynchos C.L.Brehm, 1831	1441	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Luscinia	5429330	Luscinia megarhynchos	7660710	LC
2481312	Cepphus grylle (Linnaeus, 1758)	2481312	Cepphus grylle (Linnaeus, 1758)	89	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Cepphus	3241982	Cepphus grylle	2481312	LC
2481748	Calidris alba (Pallas, 1764)	2481748	Calidris alba (Pallas, 1764)	1971	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris alba	2481748	LC
2489160	Riparia riparia (Linnaeus, 1758)	2489160	Riparia riparia (Linnaeus, 1758)	3318	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Riparia	2489158	Riparia riparia	2489160	LC
5229142	Vanellus spinosus (Linnaeus, 1758)	5229142	Vanellus spinosus (Linnaeus, 1758)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Vanellus	3242344	Vanellus spinosus	5229142	LC
9367409	Sterna hirundo Linnaeus, 1758	9367409	Sterna hirundo Linnaeus, 1758	7266	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Sterna	2481227	Sterna hirundo	9367409	LC
2481104	Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)	2481104	Phoeniconaias minor (É.Geoffroy Saint-Hilaire, 1798)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Phoenicopteriformes	7191426	Phoenicopteridae	5269	Phoeniconaias	2481100	Phoeniconaias minor	2481104	NT
2498263	Aythya americana (Eyton, 1838)	2498263	Aythya americana (Eyton, 1838)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya americana	2498263	LC
2498396	Dendrocygna viduata (Linnaeus, 1766)	2498396	Dendrocygna viduata (Linnaeus, 1766)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Dendrocygna	2498392	Dendrocygna viduata	2498396	LC
5231253	Oenanthe leucopyga (C.L.Brehm, 1855)	5231253	Oenanthe leucopyga (C.L.Brehm, 1855)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Oenanthe	2492483	Oenanthe leucopyga	5231253	LC
2481609	Stercorarius pomarinus (Temminck, 1815)	2481609	Stercorarius pomarinus (Temminck, 1815)	94	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Stercorariidae	9347	Stercorarius	2481608	Stercorarius pomarinus	2481609	LC
4408813	Phylloscopus plumbeitarsus Swinhoe, 1861	4408813	Phylloscopus plumbeitarsus Swinhoe, 1861	11	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus plumbeitarsus	4408813	LC
5231918	Cuculus canorus Linnaeus, 1758	5231918	Cuculus canorus Linnaeus, 1758	4228	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Cuculiformes	1492	Cuculidae	9309	Cuculus	2336662	Cuculus canorus	5231918	LC
5845582	Chloris chloris (Linnaeus, 1758)	5845582	Chloris chloris (Linnaeus, 1758)	8800	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Chloris	3241514	Chloris chloris	5845582	LC
6092935	Setophaga striata (J.R.Forster, 1772)	6092935	Setophaga striata (J.R.Forster, 1772)	5	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Parulidae	5263	Setophaga	2489984	Setophaga striata	6092935	NT
4352332	Phoenicopterus roseus Pallas, 1811	4352332	Phoenicopterus roseus Pallas, 1811	176	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Phoenicopteriformes	7191426	Phoenicopteridae	5269	Phoenicopterus	2481102	Phoenicopterus roseus	4352332	LC
2492462	Erithacus rubecula (Linnaeus, 1758)	2492462	Erithacus rubecula (Linnaeus, 1758)	20867	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Erithacus	2492460	Erithacus rubecula	2492462	LC
9539567	Butorides virescens (Linnaeus, 1758)	9539567	Butorides virescens (Linnaeus, 1758)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Ardeidae	3685	Butorides	2480817	Butorides virescens	9539567	LC
4408759	Saxicola rubicola (Linnaeus, 1766)	4408759	Saxicola rubicola (Linnaeus, 1766)	5598	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Saxicola	2492516	Saxicola rubicola	4408759	NE
2491534	Emberiza citrinella Linnaeus, 1758	2491534	Emberiza citrinella Linnaeus, 1758	2180	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza citrinella	2491534	LC
5228684	Apus melba (Linnaeus, 1758)	2477411	Tachymarptis melba (Linnaeus, 1758)	8	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Apodiformes	1448	Apodidae	2993	Tachymarptis	8540301	Tachymarptis melba	2477411	LC
2490955	Monticola solitarius (Linnaeus, 1758)	2490955	Monticola solitarius (Linnaeus, 1758)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Monticola	8156917	Monticola solitarius	2490955	LC
9015784	Dryobates minor (Linnaeus, 1758)	9015784	Dryobates minor (Linnaeus, 1758)	990	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Dryobates	8399994	Dryobates minor	9015784	LC
2481750	Calidris subminuta (Middendorff, 1853)	2481750	Calidris subminuta (Middendorff, 1853)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris subminuta	2481750	LC
7865305	Turdus torquatus Linnaeus, 1758	7865305	Turdus torquatus Linnaeus, 1758	491	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus torquatus	7865305	LC
9583342	Spatula puna (Tschudi, 1844)	2498131	Anas puna Tschudi, 1844	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas puna	2498131	LC
9761484	Anas platyrhynchos Linnaeus, 1758	9761484	Anas platyrhynchos Linnaeus, 1758	31963	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas platyrhynchos	9761484	LC
2482515	Corvus cornix Linnaeus, 1758	2482515	Corvus cornix Linnaeus, 1758	360	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Corvus	2482468	Corvus cornix	2482515	NE
8256382	Clanga pomarina (C.L.Brehm, 1831)	2480505	Aquila pomarina C.L.Brehm, 1831	4	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aquila	2480498	Aquila pomarina	2480505	LC
2491544	Emberiza pusilla Pallas, 1776	2491544	Emberiza pusilla Pallas, 1776	63	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza pusilla	2491544	LC
9751099	Cairina moschata (Linnaeus, 1758)	9751099	Cairina moschata (Linnaeus, 1758)	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Cairina	2498282	Cairina moschata	9751099	LC
2481764	Calidris pusilla (Linnaeus, 1766)	2481764	Calidris pusilla (Linnaeus, 1766)	7	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris pusilla	2481764	NT
2478548	Picus canus J.F.Gmelin, 1788	2478548	Picus canus J.F.Gmelin, 1788	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Picus	2478487	Picus canus	2478548	LC
2480309	Charadrius veredus Gould, 1848	2480309	Charadrius veredus Gould, 1848	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius veredus	2480309	LC
2481962	Gavia immer (Brunnich, 1764)	2481962	Gavia immer (Brunnich, 1764)	174	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gaviiformes	7192754	Gaviidae	9312	Gavia	2481954	Gavia immer	2481962	LC
2498224	Histrionicus histrionicus (Linnaeus, 1758)	2498224	Histrionicus histrionicus (Linnaeus, 1758)	4	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Histrionicus	2498223	Histrionicus histrionicus	2498224	LC
4408796	Ptyonoprogne rupestris (Scopoli, 1769)	4408796	Ptyonoprogne rupestris (Scopoli, 1769)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Ptyonoprogne	7340277	Ptyonoprogne rupestris	4408796	LC
5229390	Phalaropus fulicarius (Linnaeus, 1758)	5229390	Phalaropus fulicarius (Linnaeus, 1758)	118	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Phalaropus	9549339	Phalaropus fulicarius	5229390	LC
2492846	Lanius cristatus Linnaeus, 1758	2492846	Lanius cristatus Linnaeus, 1758	26	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius cristatus	2492846	LC
2498161	Anser rossii Cassin, 1861	2498160	Chen rossii (Cassin, 1861)	81	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Chen	2498159	Chen rossii	2498160	LC
2481768	Calidris tenuirostris (Horsfield, 1821)	2481768	Calidris tenuirostris (Horsfield, 1821)	6	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris tenuirostris	2481768	EN
2493095	Phylloscopus inornatus (Blyth, 1842)	2493095	Phylloscopus inornatus (Blyth, 1842)	250	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus inornatus	2493095	LC
2493124	Acrocephalus melanopogon (Temminck, 1823)	2493124	Acrocephalus melanopogon (Temminck, 1823)	3	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Acrocephalus	2493112	Acrocephalus melanopogon	2493124	LC
2498375	Mergus serrator Linnaeus, 1758	2498375	Mergus serrator Linnaeus, 1758	1733	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Mergus	2498368	Mergus serrator	2498375	LC
2481127	Larus hyperboreus Gunnerus, 1767	2481127	Larus hyperboreus Gunnerus, 1767	112	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Larus	2481126	Larus hyperboreus	2481127	LC
2492521	Saxicola rubetra (Linnaeus, 1758)	2492521	Saxicola rubetra (Linnaeus, 1758)	978	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Saxicola	2492516	Saxicola rubetra	2492521	LC
2480773	Plegadis falcinellus (Linnaeus, 1766)	2480773	Plegadis falcinellus (Linnaeus, 1766)	141	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Threskiornithidae	5288	Plegadis	8171676	Plegadis falcinellus	2480773	LC
2491472	Emberiza leucocephalos S.G.Gmelin, 1771	2491472	Emberiza leucocephalos S.G.Gmelin, 1771	52	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza leucocephalos	2491472	LC
9299354	Zapornia pusilla (Pallas, 1776)	2474628	Porzana pusilla (Pallas, 1776)	51	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porzana	2474604	Porzana pusilla	2474628	LC
2498255	Aythya ferina (Linnaeus, 1758)	2498255	Aythya ferina (Linnaeus, 1758)	6181	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya ferina	2498255	VU
4408732	Luscinia svecica (Linnaeus, 1758)	4408732	Luscinia svecica (Linnaeus, 1758)	2463	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Muscicapidae	9322	Luscinia	5429330	Luscinia svecica	4408732	LC
5231630	Acanthis flammea (Linnaeus, 1758)	5231630	Acanthis flammea (Linnaeus, 1758)	358	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Fringillidae	5242	Acanthis	6782561	Acanthis flammea	5231630	LC
2481047	Falco peregrinus Tunstall, 1771	2481047	Falco peregrinus Tunstall, 1771	2274	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Falconiformes	7191407	Falconidae	5240	Falco	2480996	Falco peregrinus	2481047	LC
2481835	Lymnocryptes minimus (Brunnich, 1764)	2481835	Lymnocryptes minimus (Brunnich, 1764)	242	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Lymnocryptes	2481834	Lymnocryptes minimus	2481835	LC
7626513	Emberiza cirlus Linnaeus, 1766	7626513	Emberiza cirlus Linnaeus, 1766	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Emberizidae	9608	Emberiza	2491468	Emberiza cirlus	7626513	LC
8012314	Jynx torquilla Linnaeus, 1758	8012314	Jynx torquilla Linnaeus, 1758	123	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Piciformes	724	Picidae	9333	Jynx	2478152	Jynx torquilla	8012314	LC
2490737	Turdus pilaris Linnaeus, 1758	2490737	Turdus pilaris Linnaeus, 1758	3532	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Turdidae	5290	Turdus	2490714	Turdus pilaris	2490737	LC
2481890	Phalacrocorax carbo (Linnaeus, 1758)	2481890	Phalacrocorax carbo (Linnaeus, 1758)	23565	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Suliformes	7192775	Phalacrocoracidae	5268	Phalacrocorax	2481854	Phalacrocorax carbo	2481890	LC
2493145	Acrocephalus dumetorum Blyth, 1849	2493145	Acrocephalus dumetorum Blyth, 1849	55	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Acrocephalus	2493112	Acrocephalus dumetorum	2493145	LC
2481800	Actitis hypoleucos (Linnaeus, 1758)	2481800	Actitis hypoleucos (Linnaeus, 1758)	3062	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Actitis	2481797	Actitis hypoleucos	2481800	LC
2481958	Gavia stellata (Pontoppidan, 1763)	2481958	Gavia stellata (Pontoppidan, 1763)	871	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gaviiformes	7192754	Gaviidae	9312	Gavia	2481954	Gavia stellata	2481958	LC
2490246	Anthus trivialis (Linnaeus, 1758)	2490246	Anthus trivialis (Linnaeus, 1758)	2787	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Motacillidae	5257	Anthus	2490241	Anthus trivialis	2490246	LC
2480482	Circus aeruginosus (Linnaeus, 1758)	2480482	Circus aeruginosus (Linnaeus, 1758)	6627	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Circus	2480481	Circus aeruginosus	2480482	LC
2481202	Pagophila eburnea (Phipps, 1774)	2481202	Pagophila eburnea (Phipps, 1774)	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Pagophila	2481201	Pagophila eburnea	2481202	NT
2481743	Calidris maritima (Brunnich, 1764)	2481743	Calidris maritima (Brunnich, 1764)	792	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Calidris	2481739	Calidris maritima	2481743	LC
2481342	Uria aalge (Pontoppidan, 1763)	2481342	Uria aalge (Pontoppidan, 1763)	656	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Alcidae	2985	Uria	2481338	Uria aalge	2481342	LC
2482483	Corvus dauuricus Pallas, 1776	6100955	Coloeus dauuricus (Pallas, 1776)	2	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Corvidae	5235	Coloeus	4852454	Coloeus dauuricus	6100955	LC
9461262	Hydrobates leucorhous (Vieillot, 1818)	2482012	Oceanodroma leucorhoa (Vieillot, 1818)	56	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Procellariiformes	7192755	Hydrobatidae	5249	Oceanodroma	2481998	Oceanodroma leucorhoa	2482012	VU
2480500	Aquila heliaca Savigny, 1809	2480500	Aquila heliaca Savigny, 1809	8	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Aquila	2480498	Aquila heliaca	2480500	VU
9566659	Charadrius hiaticula Linnaeus, 1758	9566659	Charadrius hiaticula Linnaeus, 1758	2686	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Charadriidae	2480210	Charadrius	2480277	Charadrius hiaticula	9566659	LC
2493084	Phylloscopus trochiloides (Sundevall, 1837)	2493084	Phylloscopus trochiloides (Sundevall, 1837)	17	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Phylloscopidae	6100963	Phylloscopus	2493047	Phylloscopus trochiloides	2493084	LC
5231759	Prunella montanella (Pallas, 1776)	5231759	Prunella montanella (Pallas, 1776)	19	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Prunellidae	5273	Prunella	2495070	Prunella montanella	5231759	LC
5789286	Onychoprion anaethetus (Scopoli, 1786)	5789286	Onychoprion anaethetus (Scopoli, 1786)	1	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Onychoprion	3241980	Onychoprion anaethetus	5789286	LC
2473682	Lyrurus tetrix (Linnaeus, 1758)	2473682	Lyrurus tetrix (Linnaeus, 1758)	68	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Galliformes	723	Phasianidae	9331	Lyrurus	8692256	Lyrurus tetrix	2473682	LC
2493128	Acrocephalus arundinaceus (Linnaeus, 1758)	2493128	Acrocephalus arundinaceus (Linnaeus, 1758)	196	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Acrocephalidae	6101019	Acrocephalus	2493112	Acrocephalus arundinaceus	2493128	LC
2474416	Porphyrio porphyrio (Linnaeus, 1758)	2474416	Porphyrio porphyrio (Linnaeus, 1758)	23	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Gruiformes	1493	Rallidae	9342	Porphyrio	3242186	Porphyrio porphyrio	2474416	LC
2480564	Buteo rufinus (Cretzschmar, 1829)	2480564	Buteo rufinus (Cretzschmar, 1829)	22	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Accipitriformes	7191147	Accipitridae	2877	Buteo	2480517	Buteo rufinus	2480564	LC
2498261	Aythya fuligula (Linnaeus, 1758)	2498261	Aythya fuligula (Linnaeus, 1758)	17203	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Aythya	2498254	Aythya fuligula	2498261	LC
2480353	Pelecanus crispus Bruch, 1832	2480353	Pelecanus crispus Bruch, 1832	2	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Pelecaniformes	7190953	Pelecanidae	9329	Pelecanus	10650925	Pelecanus crispus	2480353	NT
2492865	Lanius isabellinus Hemprich & Ehrenberg, 1833	2492865	Lanius isabellinus Hemprich & Ehrenberg, 1833	25	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Laniidae	9315	Lanius	2483315	Lanius isabellinus	2492865	LC
2481236	Hydroprogne caspia (Pallas, 1770)	2481236	Hydroprogne caspia (Pallas, 1770)	324	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Laridae	9316	Hydroprogne	2481219	Hydroprogne caspia	2481236	LC
9717283	Cecropis daurica (Laxmann, 1769)	9717283	Cecropis daurica (Laxmann, 1769)	13	SPECIES	ACCEPTED	Animalia	1	Chordata	44	Aves	212	Passeriformes	729	Hirundinidae	5248	Cecropis	6085729	Cecropis daurica	9717283	LC
2498155	Mareca americana (Gmelin, 1789)	2498154	Anas americana Gmelin, 1789	35	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Anseriformes	1108	Anatidae	2986	Anas	2498056	Anas americana	2498154	LC
7537888	Calidris falcinellus (Pontoppidan, 1763)	2481780	Limicola falcinellus (Pontoppidan, 1763)	46	SPECIES	SYNONYM	Animalia	1	Chordata	44	Aves	212	Charadriiformes	7192402	Scolopacidae	5282	Limicola	2481779	Limicola falcinellus	2481780	LC
